id,business_name,city,state,old_url,new_url
cd63681a-dc21-4eb1-8a71-5ae95ca4759a,Direct Cremation OC,La Palma,CA,http://www.directcremationoc.com,https://www.directcremationoc.com
ae846932-587f-4044-bec2-bcc02d91bf7a,Direct Cremation LA,Los Angeles,CA,http://www.directcremationla.com,https://www.directcremationla.com
98dfaa42-6e9d-4ef2-8c72-0ac24ba63830,Affordable Cremations,Oak Lawn,IL,http://www.affordablecremationschicago.com,https://www.affordablecremationschicago.com
743c4260-fa88-42e4-a562-0f1c79e2e217,Theis-Gorski Funeral Home and Cremation Service,Washington,DC,http://theisgorski.com/,https://theisgorski.com/
0bcf95fd-e4a0-4ccf-8a6e-2c134e225d1d,Vaughn Greene Funeral Services,Baltimore,MD,http://vaughncgreene.com/,https://vaughncgreene.com/
e0326f39-0278-4f89-a968-277eed78f911,Cremation Center of Arizona,Phoenix,AZ,http://www.azcremationcenter.com,https://www.azcremationcenter.com
afd16bd7-55af-431d-9214-1f349723b46f,Affordable Cremation Center by Kramer,Dallas,TX,http://kramerfamilytexas.com,https://kramerfamilytexas.com
caeeb978-7ab7-4056-b7b2-b7af17093b0b,Simple Cremation-Dallas,Dallas,TX,http://www.simplecremation.org,https://www.simplecremation.org
7e9576bc-8724-4b01-beb8-cb4016627d9e,Simple Cremation-Fort Worth,Fort Worth,TX,http://www.simplecremation.org,https://www.simplecremation.org
8b39f613-d257-4a9b-b97d-a8b6bd98830a,Kramer Cremation,Hurst,TX,http://kramerfamilytexas.com,https://kramerfamilytexas.com
408aba5c-0e3b-48e5-af05-49f632fb01ee,749 Cremation by Kramer Affordable Cremation,Plano,TX,http://planocremations.com,https://planocremations.com
6bacd2b8-3dee-4ddc-a88b-83ead812937a,Heart of Texas Cremation,Austin,TX,http://www.heartoftexascremations.com,https://www.heartoftexascremations.com
f3768a8b-0c68-4b99-9961-fd8be6f9f083,Integrity Funeral Home and Cremations,Jacksonville,FL,http://www.integrityservices.org,https://www.integrityservices.org
a0a0ede6-dde5-43b0-93b9-d2155d6dc94f,Compassionate Care Pet Cremation,Jacksonville,FL,http://www.compassionatecarepetcremation.com,https://www.compassionatecarepetcremation.com
d8603f4e-dd2b-487f-be80-993ca4cef599,Precious Pets Cremation Services,Fort Worth,TX,http://pet-cremations.com/?utm_source=google-map&utm_campaign=gmb&utm_medium=organic,https://pet-cremations.com/?utm_source=google-map&utm_campaign=gmb&utm_medium=organic
3c2855e6-0556-47fe-a1a2-6e2d676410ef,Cremation Society of Indiana,Indianapolis,IN,http://www.cremationsocietyofindiana.com,https://www.cremationsocietyofindiana.com
88955f51-cfba-4e9c-a785-c2a128e8fd34,Chappell's Funeral Home,Raleigh,NC,http://www.chappellsfh.com/obituaries/obituary-listings,https://www.chappellsfh.com/obituaries/obituary-listings
b4e2d2b4-b09b-4718-a682-1ea8f4bfeebc,Cremation Society Of Los Angeles,Bell Gardens,CA,http://www.cremationlosangeles.com,https://www.cremationlosangeles.com
defdfe5f-dce8-4111-8337-6cc6e0fbf549,Thomas L. Nied Funeral Home,Pittsburgh,PA,http://www.niedfuneralhome.com/,https://www.niedfuneralhome.com/
10ffa1ba-066f-49b3-a295-67baf1ae0b66,Neidhard Young Funeral Home,Cincinnati,OH,http://www.youngfamilyfuneralhomes.com/,https://www.youngfamilyfuneralhomes.com/
c686fdd4-e61c-436f-a631-7601e618b0b2,Spartan Cremation Services,Colorado Springs,CO,http://spartancremation.com/,https://spartancremation.com/
2d1df736-0edd-4bd2-bf18-85a922ccb021,John F. Tierney Funeral Home,Hartford,CT,http://www.tierneyfuneralhome.com/,https://www.tierneyfuneralhome.com/
d673622b-effd-4c3d-94e1-17b54ddd3b27,Farley-Sullivan Funeral Homes,Hartford,CT,http://farleysullivan.com/,https://farleysullivan.com/
7d4c880c-52a4-40e5-8741-0698b677e5a3,Chiampa Funeral Home,Worcester,MA,http://www.chiampafuneralhome.com/,https://www.chiampafuneralhome.com/
832630f0-e610-4c9c-a7e4-48388828ce2b,Garrett Family Mortuary,Newark,NJ,http://www.garrettfamilymortuary.com/,https://www.garrettfamilymortuary.com/
a90a8958-8050-4c52-8fac-14a2915e2e55,Indiana Memorial Funeral Care & Cremation services,Indianapolis,IN,http://www.indianamemorial.com,https://www.indianamemorial.com
91bbc52a-c894-44af-b925-1ad4c66bc089,Gorny & Gorny Funeral Home,Newark,NJ,http://gornyandgornyfuneralhome.com/,https://gornyandgornyfuneralhome.com/
3ebbf1be-12c9-4643-99d4-b25942ec37d2,Mauna ʻAla — Royal Mausoleum,Honolulu,HI,http://dlnr.hawaii.gov/dsp/parks/oahu/royal-mausoleum-state-monument/,https://dlnr.hawaii.gov/dsp/parks/oahu/royal-mausoleum-state-monument/
9a72310a-11ca-4c69-a0c1-1a4caf2255ff,Luddy Cremation Care,Hartford,CT,http://www.luddycremationcare.com/,https://www.luddycremationcare.com/
20b8c91b-91e6-413e-a9cf-a5104316ae7a,"Sunwest Funeral Home, Cemetery & Crematory",Glendale,AZ,http://www.heritagefuneralchapels.com/,https://www.heritagefuneralchapels.com/
ea31f86c-4f46-4c5c-8137-49c46ff50b69,Gentle Goodbyes,Boise,ID,http://gentlegoodbyes.com/,https://gentlegoodbyes.com/
425b772e-0fc7-416f-9a81-2b3907e2d77e,Tradition Cremation Center,Riverside,CA,http://www.traditioncremation.com/,https://www.traditioncremation.com/
078d11e4-14e1-4873-a75d-8622a46e5925,A Simple Cremation Society of Central Indiana,Greenfield,IN,http://asimplecremationsociety.com,https://asimplecremationsociety.com
055e3359-d40b-4b22-9673-a01950c2c06c,Maryland Cremation Services,Severna Park,MD,http://www.marylandcremationservices.com,https://www.marylandcremationservices.com
424819ed-52c2-4b32-bf92-80407d14dd91,Direct Cremation Of Maine,Belfast,ME,http://www.directcremationofmaine.com,https://www.directcremationofmaine.com
94090fe1-3378-4788-a50d-49272f3f751c,Honor Memorial and Cremation Services,Livonia,MI,http://honormemorialservices.com,https://honormemorialservices.com
10ff9040-530e-4fcb-b001-29d8a5f12a8f,Spring Grove Funeral Homes,Cincinnati,OH,http://www.springgrove.org/,https://www.springgrove.org/
3374e2e2-f105-4396-b71c-e3112d839094,Lee Funeral Home,Pahrump,NV,http://www.leefuneralhome.biz,https://www.leefuneralhome.biz
8f194a32-7fdd-446f-8e52-651200f2636d,Simple Cremation West,Las Vegas,NV,http://www.simplecremation.us,https://www.simplecremation.us
c63b517e-4f53-4d5c-9bc1-daa397f04d5a,Georgia Cremation,Duluth,GA,http://georgiacremation.com,https://georgiacremation.com
4fed8a1f-335f-4f79-b28b-c7a0f577a0bf,City Cremation,San Francisco,CA,http://www.citycremation.com,https://www.citycremation.com
8389ffed-c08f-4876-a484-58441dfbecb4,Chiles Funeral Home Inc,Richmond,VA,http://www.chilesfuneralhome.com/,https://www.chilesfuneralhome.com/
9489b27d-e5ed-4291-89c1-1517c45b7011,Family Forever Pet Cremation,Indianapolis,IN,http://www.familyforeverpets.com,https://www.familyforeverpets.com
9499a33d-e073-4dc3-a66c-f21f81d0d868,Rahma Funeral Home,Dallas,TX,http://rahmafuneralhome.com/,https://rahmafuneralhome.com/
e5d8d4ec-63d3-4322-9c11-ae2956a94868,PREMIER CREMATORY LLC,Conyers,GA,http://premiercrematory.net,https://premiercrematory.net
d3bc1f30-e13b-4c79-b8a0-46a1646433ec,Pacific NW Cremation & Funeral,Spokane,WA,http://pnwcremation.com/,https://pnwcremation.com/
75865de7-8fab-41ff-8f89-918338f9d2f3,Florida Cremation Services LLC,Opa-locka,FL,http://www.floridacremationservicesllc.com,https://www.floridacremationservicesllc.com
4b0f0f7c-ad7c-49d3-acec-5b2836f06d6f,Herschel Thornton Mortuary,Atlanta,GA,http://www.thorntonmortuary.com/,https://www.thorntonmortuary.com/
ed1c8a52-b25c-429e-a3e7-3f9b7a39c7f0,Alameda Funeral & Cremation Services,Alameda,CA,http://www.alamedafuneral.org,https://www.alamedafuneral.org
948d0941-7f39-4122-a168-e9e44fd10b38,Caribe Affordable Funeral Home,New York,NY,http://www.caribefuneral.com/,https://www.caribefuneral.com/
da3ad382-3966-4df9-aeee-773632cebf1f,Cook & Son-Pallay Funeral Home,Columbus,OH,http://www.cookandsonpallay.com/,https://www.cookandsonpallay.com/
74ee6d1d-fc07-4a24-9f5b-aa7506d64e5f,Georgia Cremation,Atlanta,GA,http://georgiacremation.com/,https://georgiacremation.com/
b10feee1-ea17-42f5-8f8d-937bf16192cc,Speaks Funeral Home & Cremations,Atlanta,GA,http://speaksfunerals.com/,https://speaksfunerals.com/
ba8aecdf-83a5-4e2d-9583-622639bf19d5,Felix H. Morales Funeral Home & On-site Crematory,Houston,TX,http://www.moralesfuneralhome.com/,https://www.moralesfuneralhome.com/
234a4955-345f-44ea-ba24-84de13cfa77d,Mc Coy & Harrison Funeral Home,Houston,TX,http://www.mccoyandharrison.com/,https://www.mccoyandharrison.com/
f50cef00-d8f3-453c-945e-9d20a9bc7354,A Sacred Choice,Houston,TX,http://www.asacredchoice.com/,https://www.asacredchoice.com/
5778c2ef-a91a-49a5-8f91-976a2263a960,Sugar Land Mortuary,Houston,TX,http://slmortuary.com/,https://slmortuary.com/
58da2213-6232-448c-af02-1752cbb9911c,Southeast Texas Crematory,Houston,TX,http://www.southeasttexascrematory.com/,https://www.southeasttexascrematory.com/
9c02bf58-5e6a-4870-8fb3-f55ca7e7c9ea,Pruitt & Pruitt Mortuary,Houston,TX,http://www.jammierpruitt.com/,https://www.jammierpruitt.com/
386ab3df-5c3a-418d-97c4-db33f001a946,All County Cremation Service,Colma,CA,http://www.allcountycremationserv.com,https://www.allcountycremationserv.com
029efade-2a7b-4160-b2bd-2b587263fe45,Miller Funeral Services & Cremation Society of Texas,Houston,TX,http://www.millerfuneral.com/,https://www.millerfuneral.com/
15140aec-33e3-4bbf-bb6b-2eb34dfb4fd2,Meadow Memorials - Cremations and Funerals,Los Angeles,CA,http://www.meadowmemorials.com/?utm_source=GMB&utm_medium=button&utm_campaign=view_website,https://www.meadowmemorials.com/?utm_source=GMB&utm_medium=button&utm_campaign=view_website
c90e5bb1-2b1d-4a3c-919c-94dc2aad80ab,"Pollard & Moore Funeral Home, Inc.",Atlanta,GA,http://www.pollardfuneralhomeinc.com/,https://www.pollardfuneralhomeinc.com/
cd59b3c2-a5ae-41ea-83c8-2722bd995e8a,Claire Brothers Funeral Home,Houston,TX,http://www.clairebrothersfuneral.com/,https://www.clairebrothersfuneral.com/
8b8966f9-9fa9-4130-a616-1347e4b2c338,Guerra Gutierrez Mortuary,Los Angeles,CA,http://www.guerragutierrez.com/,https://www.guerragutierrez.com/
81751913-00f2-4ab6-96ed-e5833cdb077a,SoCal Cremations and Funerals,Los Angeles,CA,http://socalcremationsinc.com/,https://socalcremationsinc.com/
b3329aa4-4975-4ca9-a26d-57ef04e187c9,Kirk Mortuary Service,Houston,TX,http://www.kirkmortuaryservice.com/,https://www.kirkmortuaryservice.com/
ebd83249-1e91-47de-ad07-8975a734b6e6,"Donald Trimble Mortuary, Inc.",Atlanta,GA,http://www.donaldtrimblemortuary.com/,https://www.donaldtrimblemortuary.com/
b094ad4d-659f-4119-a446-15475d35361b,Central Chapel Funeral & Cremation,Chicago,IL,http://www.chapelc.com/,https://www.chapelc.com/
0a8a25ef-2b29-4a27-8bb1-ba2e69d8ad63,FRIENDS Funeral Home - Cremation and Burials Los Angeles,Los Angeles,CA,http://www.friendsaf.com/,https://www.friendsaf.com/
3f059a70-ad5c-4465-a204-a3020ee0c4d4,Alvarez Funeral Directors,Chicago,IL,http://www.alvarezfd.com/,https://www.alvarezfd.com/
1b51290c-e583-4b79-bffd-35b55a3a7bbd,Affordable Cremations,Chicago,IL,http://www.affordablecremationschicago.com/,https://www.affordablecremationschicago.com/
90a54683-255e-45a2-94bb-407daa05b411,Cremation Society Of Los Angeles,Los Angeles,CA,http://www.cremationlosangeles.com/,https://www.cremationlosangeles.com/
7f376afa-8688-4682-97a8-cd45adba04a1,"Jones Funeral Home, LLC",Chicago,IL,http://jonesfuneralhomechicago.com/,https://jonesfuneralhomechicago.com/
5d11c72e-6b4b-4225-9418-c99472146260,Casey & Rios Funeral Home,Chicago,IL,http://www.caseyandriosfh.com/,https://www.caseyandriosfh.com/
ed4fc925-b4ff-4a72-8247-e78063b0f733,Peace Chapel Funeral Home,Phoenix,AZ,http://www.citysearch.com/profile/634787394/phoenix_az/peace_chapel_llc.html,https://www.citysearch.com/profile/634787394/phoenix_az/peace_chapel_llc.html
acb8a261-6c53-4e74-84a6-347840099a2d,Heritage Funeral Chapel,Phoenix,AZ,http://www.heritagefuneralchapels.com/,https://www.heritagefuneralchapels.com/
9e774dc3-ef80-4dfe-a55b-1f3687c42eca,Mortuary Transport Services,Phoenix,AZ,http://mtsarizona.com/,https://mtsarizona.com/
5a4d9f4c-27ec-4f9f-b670-f579c837b77a,North Dallas Funeral Home,Dallas,TX,http://www.northdallasfuneralhome.com/,https://www.northdallasfuneralhome.com/
18aa8f1e-dab8-4724-a983-18887ef80228,Kramer Cremation,Dallas,TX,http://kramerfamilytexas.com/,https://kramerfamilytexas.com/
